"State","Date","Hour","Gross Load (MW)","Steam Load (1000 lb/hr)","SO2 Mass (lbs)","CO2 Mass (short tons)","NOx Mass (lbs)","Heat Input (mmBtu)"
"CA","2024-05-18",11,1794,,8.605,897.6,135.412,14626
"CA","2024-05-18",12,1807,,8.568,898.1,134.456,14635.8
"CA","2024-05-18",13,1804,,8.563,892.3,134.167,14540.7
"CA","2024-05-18",14,1839,,8.657,914.002,158.879,14904.881
"CA","2024-05-18",15,1903,,9.364,983.357,269.542,16069.647
"CA","2024-05-18",16,2005,,9.384,974.982,160.332,15932.978
"CA","2024-05-18",17,2009,,9.196,962.044,143.505,15706.988
"CA","2024-05-18",18,2296,,9.961,1038.596,141.752,16976.111
"CA","2024-05-18",19,2244,,10.071,1051.158,228.582,17181.654
"CA","2024-05-18",20,1954,,9.037,946.788,138.433,15436.879
"CA","2024-05-18",21,1853,,8.649,905.975,134.254,14745.025
"CA","2024-05-18",22,1710,,8.07,853.796,129.637,13863.88
"CA","2024-05-18",23,1519,,7.158,767.05,114.983,12373.82
"CA","2024-05-19",0,1516,,7.169,766.9,116.118,12377.5
"CA","2024-05-19",1,1509,,7.135,764.3,113.852,12327.2
"CA","2024-05-19",2,1507,,7.135,764.4,113.107,12329.3
"CA","2024-05-19",3,1499,,7.171,783.201,144.238,12429.905
"CA","2024-05-19",4,1524,,7.61,824.517,245.989,13038.3
"CA","2024-05-19",5,1617,,8.675,919.252,316.52,14458.63
"CA","2024-05-19",6,1751,,9.383,989.893,456.26,15847.742
"CA","2024-05-19",7,1875,,8.744,886.409,148.202,14960.101
"CA","2024-05-19",8,1787,,8.307,853.886,148.924,14337.5
"CA","2024-05-19",9,1809,,8.63,901.217,276.784,14808.35
"CA","2024-05-19",10,1931,,9.01,907.276,141.27,15452.1
"CA","2024-05-19",11,1958,,9.066,917.876,147.059,15529.1
"CA","2024-05-19",12,1947,,9.146,928.554,163.341,15665.474
"CA","2024-05-19",13,1958,,9.17,929.376,168.612,15690.7
"CA","2024-05-19",14,1922,,8.653,890.085,145.831,14824.696
"CA","2024-05-19",15,1797,,8.389,876.686,169.835,14404.266
"CA","2024-05-19",16,1685,,7.571,797.441,136.091,12952.322
"CA","2024-05-19",17,1652,,7.441,797.586,131.23,12788.546
"CA","2024-05-19",18,1868,,8.273,874.916,114.31,14169.599
"CA","2024-05-19",19,2155,,9.258,976,137.43,15863.4
"CA","2024-05-19",20,1936,,8.477,892.8,126.318,14468.9
"CA","2024-05-19",21,1676,,7.562,804,125.765,12973.8
"CA","2024-05-19",22,1655,,7.439,796.889,120.958,12861.578
"CA","2024-05-19",23,1506,,7.078,758.6,135.1,12235.7
"CA","2024-05-20",0,1492,,7.086,755.8,123.787,12189.1
"CA","2024-05-20",1,1516,,7.194,764.8,111.6,12336.7
"CA","2024-05-20",2,1547,,7.231,777.7,113.501,12554.8
"CA","2024-05-20",3,1584,,7.386,786.2,114.562,12697.8
"CA","2024-05-20",4,1608,,7.461,795.3,117.123,12846.9
"CA","2024-05-20",5,1895,,8.92,954.587,192.135,14978.885
"CA","2024-05-20",6,1893,,8.981,943.489,182.599,15242.42
"CA","2024-05-20",7,1973,,8.942,910.533,170.967,15325.417
"CA","2024-05-20",8,1806,,8.404,882.655,145.433,14408.2
"CA","2024-05-20",9,1831,,8.205,845.992,161.284,14072.84
"CA","2024-05-20",10,1996,,9.069,939.456,174.515,15417.34
"CA","2024-05-20",11,2033,,9.178,926.89,145.636,15710.9
"CA","2024-05-20",12,1833,,8.47,900.553,178.934,14575.074
"CA","2024-05-20",13,1913,,9.476,975.966,160.493,15933.066
"CA","2024-05-20",14,1996,,9.362,931.411,157.411,15901.35
"CA","2024-05-20",15,1937,,9.079,922.971,177.915,15444.096
"CA","2024-05-20",16,1864,,8.72,906.188,162.462,14869.783
"CA","2024-05-20",17,1734,,8.509,900.12,161.182,14609.405
"CA","2024-05-20",18,2604,,12.128,1255.297,319.42,20583.361
"CA","2024-05-20",19,3245,,14.998,1537.191,216.25,25340.995
"CA","2024-05-20",20,2877,,13.111,1359.028,164.376,22336.304
"CA","2024-05-20",21,2219,,10.344,1077.609,144.69,17585.481
"CA","2024-05-20",22,2039,,9.349,984.422,182.516,16013.613
"CA","2024-05-20",23,1680,,7.775,826.479,122.409,13375.596
"CA","2024-05-21",0,1633,,7.614,809.1,118.141,13087.7
"CA","2024-05-21",1,1641,,7.564,811.35,130.337,13111.725
"CA","2024-05-21",2,1762,,8.278,876.268,310.193,14229.284
"CA","2024-05-21",3,1879,,8.576,910.641,260.852,14813.875
"CA","2024-05-21",4,1988,,9.62,993.414,260.685,16206.808
"CA","2024-05-21",5,2155,,10.487,1079.3,200.82,17644.4
"CA","2024-05-21",6,2280,,11.089,1187.827,265.535,18745.274
"CA","2024-05-21",7,2349,,10.973,1179.239,266.978,18871.646
"CA","2024-05-21",8,2241,,10.586,1117.587,164.129,17996.872
"CA","2024-05-21",9,2149,,9.948,999.63,170.112,16262.835
"CA","2024-05-21",10,2227,,13.761,1058.817,276.433,17425.576
"CA","2024-05-21",11,2492,,15.978,1159.203,214.552,19350.394
"CA","2024-05-21",12,2468,,11.902,1111.088,218.248,18580.732
"CA","2024-05-21",13,2478,,11.406,1180.507,250.858,19669.097
"CA","2024-05-21",14,2568,,12.324,1328.148,362.015,21210.804
"CA","2024-05-21",15,2792,,13.147,1343.48,255.738,22559.892
"CA","2024-05-21",16,2957,,16.603,1383.831,223.506,23496.524
"CA","2024-05-21",17,3179,,22.751,1463.909,223.513,24841.304
"CA","2024-05-21",18,4287,,26.807,1820.811,381.705,30883.056
"CA","2024-05-21",19,4618,,22.476,2161.727,312.94,36431.114
"CA","2024-05-21",20,4118,,18.416,1890.188,237.53,31405.217
"CA","2024-05-21",21,3318,,14.431,1504.43,195.376,24693.881
"CA","2024-05-21",22,2470,,11.758,1238.3,175.016,20301.46
"CA","2024-05-21",23,2098,,9.542,1015.35,299.037,16542.896
"CA","2024-05-22",0,1855,,8.837,943.3,175.895,15339
"CA","2024-05-22",1,1893,,11.768,943.436,150.33,15324.568
"CA","2024-05-22",2,1717,,15.959,860.56,129.653,13912.39
"CA","2024-05-22",3,1842,,16.643,913.3,134.704,14823
"CA","2024-05-22",4,1907,,9.689,927.209,126.406,15054.358
"CA","2024-05-22",5,2388,,10.794,1138.7,161.366,18610.1
"CA","2024-05-22",6,2144,,10.045,1086.67,205.589,17435.153
"CA","2024-05-22",7,1993,,10.047,1069.354,292.167,16570.649
"CA","2024-05-22",8,2252,,10.899,1088.895,235.416,18237.127
"CA","2024-05-22",9,2321,,11.094,1122.199,311.582,18830.258
"CA","2024-05-22",10,2339,,11.012,1129.208,198.418,18819.04
"CA","2024-05-22",11,2374,,10.769,1115.685,178.472,18791.535
"CA","2024-05-22",12,2484,,12.115,1142.765,175.191,19549.846
"CA","2024-05-22",13,2476,,10.891,1105.128,269.508,18959.848
"CA","2024-05-22",14,2278,,11.083,1153.814,351.542,19108.212
"CA","2024-05-22",15,2191,,11.285,1188.694,418.276,19364.305
"CA","2024-05-22",16,2264,,13.015,1161.539,448.843,19337.265
"CA","2024-05-22",17,2797,,21.079,1378.991,207.34,22989.8
"CA","2024-05-22",18,3309,,23.533,1567.291,240.534,26239.5
"CA","2024-05-22",19,3536,,19.02,1620.25,253.672,27093.269
"CA","2024-05-22",20,3232,,14.635,1512.343,232.834,25080.474
"CA","2024-05-22",21,2728,,12.839,1344.291,210.073,21922.2
"CA","2024-05-22",22,2553,,12.056,1278.191,176.307,20797.3
"CA","2024-05-22",23,2328,,10.573,1124.022,180.24,18260.177
"CA","2024-05-23",0,2117,,9.417,1000.118,135.868,16300.736
"CA","2024-05-23",1,1994,,9.276,988.8,133.762,16089.7
"CA","2024-05-23",2,1992,,9.238,981.1,132.98,15988.7
"CA","2024-05-23",3,2044,,9.534,1015.4,134.057,16559.9
"CA","2024-05-23",4,2013,,9.305,997.89,137.432,16267.2
"CA","2024-05-23",5,2116,,10.337,1075.035,182.057,17571.648
"CA","2024-05-23",6,2206,,10.862,1115.784,164.736,18265.432
"CA","2024-05-23",7,2142,,9.856,1068.601,490.824,16953.59
"CA","2024-05-23",8,2368,,11.935,1234.436,207.593,20389.29
"CA","2024-05-23",9,2328,,11.625,1214.009,225.588,19740.129
"CA","2024-05-23",10,2515,,12.549,1251.358,235.948,20979.255
"CA","2024-05-23",11,2542,,12.33,1238.308,176.021,20879.7
"CA","2024-05-23",12,2521,,11.984,1201.582,177.125,20269.555
"CA","2024-05-23",13,2490,,12.096,1216.608,195.727,20502.7
"CA","2024-05-23",14,2545,,12.714,1268.758,262.119,21361.806
"CA","2024-05-23",15,2519,,12.604,1290.659,283.508,21179.798
"CA","2024-05-23",16,2510,,12.646,1319.822,414.869,21608.042
"CA","2024-05-23",17,2723,,12.648,1311.177,371.311,21542.777
"CA","2024-05-23",18,4383,,18.935,1928.023,411.367,31902.812
"CA","2024-05-23",19,4604,,22.091,2236.104,292.355,37079.997
"CA","2024-05-23",20,3851,,18.262,1811.365,224.859,29930.973
"CA","2024-05-23",21,3038,,15.504,1455.492,188.302,23950.724
"CA","2024-05-23",22,2664,,13.966,1317.3,178.501,21631.8
"CA","2024-05-23",23,2355,,13.265,1170.725,166.935,19162.825
"CA","2024-05-24",0,2219,,12.105,1117,165.439,18375.9
"CA","2024-05-24",1,2233,,11.25,1121,188.765,18511.3
"CA","2024-05-24",2,2165,,10.576,1071.602,195.246,17696.199
"CA","2024-05-24",3,2079,,10.378,1059.3,205.748,17454.3
"CA","2024-05-24",4,2332,,12.539,1173.9,230.25,19243.6
"CA","2024-05-24",5,2759,,14.096,1327.97,244.818,21826.97
"CA","2024-05-24",6,2127,,11.397,1092.503,276.784,17365.334
"CA","2024-05-24",7,2002,,11.248,1049.861,342.019,17107.533
"CA","2024-05-24",8,1821,,11.663,985.392,219.581,16233.359
"CA","2024-05-24",9,1975,,10.221,1018.988,213.165,17091.719
"CA","2024-05-24",10,2176,,13.167,1107.026,148.598,18539.8
"CA","2024-05-24",11,2332,,12.221,1197.026,166.357,20034.3
"CA","2024-05-24",12,2521,,13.198,1331.726,210.574,22299.1
"CA","2024-05-24",13,2516,,13.083,1329.202,188.653,22230.41
"CA","2024-05-24",14,2116,,10.121,1047.117,186.978,17308.998
"CA","2024-05-24",15,2002,,9.609,1005.586,193.087,16475.467
"CA","2024-05-24",16,1859,,8.99,960.694,253.602,15517.83
"CA","2024-05-24",17,2042,,11.824,1052.916,294.805,17143.976
"CA","2024-05-24",18,2420,,19.201,1199.513,191.966,19623.659
"CA","2024-05-24",19,2523,,19.629,1183.2,159.945,19356.4
"CA","2024-05-24",20,2384,,13.727,1113.586,146.618,18194.474
"CA","2024-05-24",21,2423,,10.701,1120.295,168.076,18286.615
"CA","2024-05-24",22,2405,,10.663,1110.808,153.067,18175.143
"CA","2024-05-24",23,2333,,10.31,1069,149.25,17478.6
"CA","2024-05-25",0,2250,,9.989,1036.3,145.312,16953.6
"CA","2024-05-25",1,2027,,9.2,956.4,134.311,15601.3
"CA","2024-05-25",2,1812,,7.847,821.172,118.813,13331.983
"CA","2024-05-25",3,1626,,7.52,794.6,121.675,12879.8
"CA","2024-05-25",4,1583,,7.428,781.1,105.289,12646.1
"CA","2024-05-25",5,1549,,7.952,818.512,196.099,12943.21
"CA","2024-05-25",6,1495,,7.483,771.867,123.786,12620.5
"CA","2024-05-25",7,1602,,7.451,791.411,259.838,12918.397
"CA","2024-05-25",8,1719,,8.017,795.292,146.282,13699.447
"CA","2024-05-25",9,1768,,8.256,853.805,213.207,14107.626
"CA","2024-05-25",10,1944,,9.388,945.938,173.313,15855.975
"CA","2024-05-25",11,1888,,8.889,908.908,143.579,15195.543
"CA","2024-05-25",12,1827,,8.663,884.511,143.605,14766.964
"CA","2024-05-25",13,1792,,8.377,860.259,140.754,14333.362
"CA","2024-05-25",14,1712,,7.939,821.347,150.671,13579.076
"CA","2024-05-25",15,1562,,7.327,776.616,200.191,12574.411
"CA","2024-05-25",16,1405,,6.714,712.259,138.715,11427.692
"CA","2024-05-25",17,1413,,6.847,724.045,135.87,11684.52
"CA","2024-05-25",18,1470,,7.033,744.96,101.367,12050.14
"CA","2024-05-25",19,1478,,6.944,739.2,119.359,11952.3
"CA","2024-05-25",20,1466,,6.85,728.3,110.371,11772.3
"CA","2024-05-25",21,1472,,6.891,735.5,119.666,11872.9
"CA","2024-05-25",22,1461,,6.863,727.7,115.595,11767.3
"CA","2024-05-25",23,1485,,6.989,742.5,118.877,12006.3
"CA","2024-05-26",0,1469,,7.017,742.824,127.892,12015.948
"CA","2024-05-26",1,1482,,7.257,767.2,189.142,12426.2
"CA","2024-05-26",2,1495,,7.294,773.6,189.554,12530.8
"CA","2024-05-26",3,1495,,7.361,778.3,187.777,12607
"CA","2024-05-26",4,1513,,7.689,823.725,261.773,13031.278
"CA","2024-05-26",5,1672,,8.836,873.74,223.568,14288.8
"CA","2024-05-26",6,1642,,8.121,839.918,128.155,13841.538
"CA","2024-05-26",7,1602,,7.525,783.216,121.28,12798.94
"CA","2024-05-26",8,1548,,7.376,765.74,120.034,12514.4
"CA","2024-05-26",9,1511,,7.209,749.362,110.951,12234.893
"CA","2024-05-26",10,1510,,7.234,749.34,99.771,12277.1
"CA","2024-05-26",11,1515,,7.329,759.64,99.045,12437.3
"CA","2024-05-26",12,1574,,7.542,758.573,102.32,12814.459
"CA","2024-05-26",13,1426,,6.72,720.793,123.949,11592.984
"CA","2024-05-26",14,1389,,6.761,717.838,100.896,11642.49
"CA","2024-05-26",15,1435,,7.029,745.78,124.539,12110.2
"CA","2024-05-26",16,1528,,7.32,776,102.923,12609.3
"CA","2024-05-26",17,1645,,7.705,811.787,105.602,13226.064
"CA","2024-05-26",18,2004,,8.934,931.621,110.941,15244.258
"CA","2024-05-26",19,2038,,9.136,945.3,109.159,15448.5
"CA","2024-05-26",20,1897,,8.576,894.4,109.533,14566.9
"CA","2024-05-26",21,1661,,7.655,812.9,103.159,13185
"CA","2024-05-26",22,1855,,8.385,879.9,102.505,14339.3
"CA","2024-05-26",23,2479,,10.789,1118.008,193.576,18349.513
"CA","2024-05-27",0,2191,,9.592,996.018,125.872,16305.956
"CA","2024-05-27",1,1962,,9.124,948.264,156.217,15492.426
"CA","2024-05-27",2,2058,,9.508,986.819,160.47,16151.085
"CA","2024-05-27",3,1962,,8.958,938.4,123.215,15327
"CA","2024-05-27",4,2134,,9.512,988.396,142.201,16174.456
"CA","2024-05-27",5,2007,,10.084,1015.1,133.398,16627.5
"CA","2024-05-27",6,1608,,7.955,826.536,112.958,13457.313
"CA","2024-05-27",7,1460,,6.755,720.17,103.292,11669.565
"CA","2024-05-27",8,1365,,6.727,712.35,101.005,11539.68
"CA","2024-05-27",9,1396,,6.674,707.135,98.846,11449.89
"CA","2024-05-27",10,1366,,6.618,700.1,97.272,11331.7
"CA","2024-05-27",11,1289,,6.31,670.4,91.42,10833
"CA","2024-05-27",12,1363,,6.792,717.526,149.42,11619.296
"CA","2024-05-27",13,1481,,7.663,834.748,250.919,13107.766
"CA","2024-05-27",14,1831,,9.856,1047.281,326.597,16589.8
"CA","2024-05-27",15,2004,,10.37,1079.656,367.88,17396.449
"CA","2024-05-27",16,2545,,12.751,1286.044,394.882,21618.976
"CA","2024-05-27",17,3792,,16.48,1658.137,504.776,27966.631
"CA","2024-05-27",18,5465,,25.215,2527.927,576.01,42614.399
"CA","2024-05-27",19,5897,,29.913,2970.954,427.117,50090.004
"CA","2024-05-27",20,5398,,25.678,2561.084,367.598,43147.637
"CA","2024-05-27",21,4528,,19.867,1983.283,263.215,33418.585
"CA","2024-05-27",22,3539,,15.984,1632.197,250.313,27009.999
"CA","2024-05-27",23,3138,,14.303,1450.427,202.742,24108.986
"CA","2024-05-28",0,2887,,12.827,1322.13,211.364,21768.01
"CA","2024-05-28",1,2694,,12.808,1356.546,262.411,21674.684
"CA","2024-05-28",2,2552,,12.309,1293.78,257.044,20841.3
"CA","2024-05-28",3,2689,,13.033,1373.182,240.659,22065.628
"CA","2024-05-28",4,3132,,14.684,1485.535,209.803,24947.066
"CA","2024-05-28",5,3029,,14.557,1450.831,177.516,24180.99
"CA","2024-05-28",6,2319,,11.172,1124.236,164.225,18824.08
"CA","2024-05-28",7,2268,,11.141,1104.289,175.683,18960.472
"CA","2024-05-28",8,2321,,11.51,1148.367,185.574,19488.778
"CA","2024-05-28",9,2163,,10.654,1103.524,152.538,18025.999
"CA","2024-05-28",10,2190,,10.764,1089.34,156.466,18254.828
"CA","2024-05-28",11,1984,,9.695,1015.591,129.593,16444.882
"CA","2024-05-28",12,1905,,9.714,1009.687,176.854,16498.596
"CA","2024-05-28",13,1965,,10.273,1058.798,159.021,17347.538
"CA","2024-05-28",14,2086,,10.926,1141.393,183.407,18440.149
"CA","2024-05-28",15,2296,,11.848,1221.672,173.425,19946.254
"CA","2024-05-28",16,2443,,12.803,1326.837,254.636,21772.968
"CA","2024-05-28",17,3176,,15.016,1560.103,291.801,25581.958
"CA","2024-05-28",18,4361,,20.606,2047.986,473.983,34820.342
"CA","2024-05-28",19,4421,,21.547,2127.842,272.777,36195.002
"CA","2024-05-28",20,3884,,18.187,1801.469,234.119,30667.215
"CA","2024-05-28",21,3378,,15.931,1616.156,204.16,26762.904
"CA","2024-05-28",22,2981,,14.654,1490.755,179.493,24786.656
"CA","2024-05-28",23,2331,,10.751,1123.315,149.217,18278.876
"CA","2024-05-29",0,1852,,9.313,969.6,128.244,15834.8
"CA","2024-05-29",1,1825,,9.28,969.4,131.342,15820.8
"CA","2024-05-29",2,1886,,9.547,995.75,147.344,16268.825
"CA","2024-05-29",3,1900,,9.707,1013,137.832,16567
"CA","2024-05-29",4,2041,,10.337,1088.643,189.919,17625.165
"CA","2024-05-29",5,2315,,11.385,1151.403,195.245,18741.836
"CA","2024-05-29",6,2165,,11.307,1193.283,285.885,19368.268
"CA","2024-05-29",7,2456,,12.323,1246.958,162.003,21115.175
"CA","2024-05-29",8,2411,,12.471,1272.243,167.903,21055.82
"CA","2024-05-29",9,2439,,12.434,1270.027,158.446,21012.204
"CA","2024-05-29",10,2404,,12.074,1236.583,149.969,20504.5
"CA","2024-05-29",11,2354,,11.682,1200.093,136.842,19826.04
"CA","2024-05-29",12,2413,,11.921,1206.769,173.73,20184.46
"CA","2024-05-29",13,2430,,12.391,1270.721,238.166,21013.189
"CA","2024-05-29",14,2523,,13.206,1340.417,256.216,22007.784
"CA","2024-05-29",15,2756,,14.297,1431.967,268.89,23988.006
"CA","2024-05-29",16,2942,,18.31,1505.464,221.425,25127.658
"CA","2024-05-29",17,3442,,25.131,1664.299,225.612,28370.684
"CA","2024-05-29",18,3983,,27.384,1860.321,318.411,32251.126
"CA","2024-05-29",19,4245,,21.82,2031.995,373.022,34813.262
"CA","2024-05-29",20,3745,,17.986,1801.201,269.182,30171.838
"CA","2024-05-29",21,2955,,13.524,1401.529,198.879,22965.937
"CA","2024-05-29",22,2188,,10.707,1105.905,136.102,18142.114
"CA","2024-05-29",23,2287,,10.723,1112.064,140.746,18222.846
"CA","2024-05-30",0,2286,,10.253,1076.284,129.421,17612.196
"CA","2024-05-30",1,2194,,9.883,1036.902,128.405,16959.921
"CA","2024-05-30",2,2160,,9.768,1026.091,126.341,16790.385
"CA","2024-05-30",3,2085,,9.506,1006.2,116.811,16450.7
"CA","2024-05-30",4,2449,,11.379,1208.738,256.569,19462.319
"CA","2024-05-30",5,2756,,13.128,1346.3,214.739,21678.176
"CA","2024-05-30",6,2102,,10.275,1064.68,275.749,17574.89
"CA","2024-05-30",7,2090,,10.303,1042.087,269.966,17552.116
"CA","2024-05-30",8,2206,,11.109,1121.693,461.747,18873.243
"CA","2024-05-30",9,2349,,13.528,1172.655,432.578,19694.858
"CA","2024-05-30",10,2441,,12.477,1244.938,583.579,20873.576
"CA","2024-05-30",11,2807,,14.034,1416.39,497.538,23744.822
"CA","2024-05-30",12,3159,,15.517,1586.792,590.873,26204.054
"CA","2024-05-30",13,3680,,18.485,1880.491,682.012,31334.951
"CA","2024-05-30",14,4858,,23.634,2337.823,575.898,39740.995
"CA","2024-05-30",15,5747,,26.941,2652.744,458.244,45184.989
"CA","2024-05-30",16,6194,,29.105,2887.326,371.727,48904.59
"CA","2024-05-30",17,7309,,32.78,3318.171,487.866,55104.516
"CA","2024-05-30",18,8638,,38.966,3860.095,780.828,65480.369
"CA","2024-05-30",19,8933,,40.726,4021.736,586.506,68119.228
"CA","2024-05-30",20,8256,,36.14,3642.347,557.04,60687.689
"CA","2024-05-30",21,7417,,31.922,3235.785,373.287,53605.035
"CA","2024-05-30",22,6826,,29.037,2929.332,339.438,48749.608
"CA","2024-05-30",23,5776,,23.952,2425.332,323.486,40270.047
