"State","Date","Hour","Gross Load (MW)","Steam Load (1000 lb/hr)","SO2 Mass (lbs)","CO2 Mass (short tons)","NOx Mass (lbs)","Heat Input (mmBtu)"
"CA","2025-03-10",10,2304,,10.186,1076.833,153.465,17618.099
"CA","2025-03-10",11,1910,,8.679,927.5,131.342,15111.3
"CA","2025-03-10",12,1885,,8.595,919.6,128.864,14975.5
"CA","2025-03-10",13,1942,,8.838,943.335,174.24,15377.84
"CA","2025-03-10",14,2046,,9.78,1092.47,410.005,17004.361
"CA","2025-03-10",15,2809,,13.535,1452.269,447.365,23174.869
"CA","2025-03-10",16,4114,,18.134,1946.481,667.406,30924.364
"CA","2025-03-10",17,6080,,27.912,2835.856,514.191,47297.61
"CA","2025-03-10",18,6947,,30.665,3067.249,371.885,51872.037
"CA","2025-03-10",19,7081,,31.03,3100.896,371.961,52457.1
"CA","2025-03-10",20,7048,,30.96,3090.279,428.872,52268.824
"CA","2025-03-10",21,7138,,32.264,3219.513,608.096,54434.443
"CA","2025-03-10",22,6900,,30.088,3004.205,424.412,50805.597
"CA","2025-03-10",23,7494,,31.89,3185.219,374.415,53740.967
"CA","2025-03-11",0,7588,,32.583,3235.71,441.589,54891.7
"CA","2025-03-11",1,7553,,31.891,3166.336,371.893,53740.733
"CA","2025-03-11",2,7604,,32.538,3231.474,535.864,54826.476
"CA","2025-03-11",3,7328,,31.675,3147.706,384.162,53411.824
"CA","2025-03-11",4,7588,,32.799,3258.765,400.917,55278.725
"CA","2025-03-11",5,8383,,36.102,3587.89,495.623,60856.569
"CA","2025-03-11",6,8915,,38.893,3863.228,487.779,65492.89
"CA","2025-03-11",7,8170,,34.481,3444.334,447.309,58166.052
"CA","2025-03-11",8,5801,,24.277,2517.89,340.66,41193.038
"CA","2025-03-11",9,4695,,19.463,2015.795,283.995,33057.636
"CA","2025-03-11",10,3507,,14.728,1528.128,217.71,25245.189
"CA","2025-03-11",11,3374,,14.545,1506.86,196.118,24889.997
"CA","2025-03-11",12,3284,,13.963,1450.268,205.692,23938.453
"CA","2025-03-11",13,3311,,14.714,1524.919,227.718,25191.161
"CA","2025-03-11",14,3574,,15.81,1674.768,401.457,27006.915
"CA","2025-03-11",15,4523,,21.452,2263.134,598.377,36425.045
"CA","2025-03-11",16,6172,,26.952,2788.003,504.052,45563.969
"CA","2025-03-11",17,7842,,34.669,3469.08,591.229,58432.348
"CA","2025-03-11",18,8237,,35.939,3600.818,465.141,60558.379
"CA","2025-03-11",19,8383,,36.458,3662.57,422.629,61411.176
"CA","2025-03-11",20,8692,,37.356,3795.924,481.152,62922.705
"CA","2025-03-11",21,8637,,36.938,3752.132,407.126,62172.212
"CA","2025-03-11",22,8717,,37.106,3738.104,410.903,62461.444
"CA","2025-03-11",23,8778,,37.408,3724.114,419.368,62974.001
"CA","2025-03-12",0,8657,,36.615,3663.966,441.52,61645.5
"CA","2025-03-12",1,8377,,35.527,3557.95,383.594,59832.8
"CA","2025-03-12",2,8312,,35.298,3535.964,385.277,59456.064
"CA","2025-03-12",3,8302,,35.577,3563.35,483.195,59918.9
"CA","2025-03-12",4,8984,,38.389,3838.977,466.736,64597.128
"CA","2025-03-12",5,9796,,41.783,4181.68,529.502,70293.496
"CA","2025-03-12",6,10080,,44.059,4401.205,508.179,73916.52
"CA","2025-03-12",7,8624,,36.561,3673.239,433.731,61551.405
"CA","2025-03-12",8,6789,,27.292,2786.259,341.295,46259.362
"CA","2025-03-12",9,5950,,24.832,2559.607,348.151,42154.609
"CA","2025-03-12",10,5948,,26.27,2663.8,390.678,44344.1
"CA","2025-03-12",11,5877,,25.657,2616,381.253,43527.5
"CA","2025-03-12",12,5945,,25.836,2673.665,442.813,43876.761
"CA","2025-03-12",13,6063,,26.379,2693.565,375.167,44732.916
"CA","2025-03-12",14,6264,,27.369,2800.961,400.05,46313.488
"CA","2025-03-12",15,6980,,30.714,3144.213,470.694,51848.702
"CA","2025-03-12",16,7704,,33.634,3375.481,507.046,56645.958
"CA","2025-03-12",17,8261,,36.365,3640.75,428.264,61259.5
"CA","2025-03-12",18,8552,,37.337,3735.324,425.059,62869.926
"CA","2025-03-12",19,8558,,37.379,3736.55,425.145,62918.552
"CA","2025-03-12",20,8456,,36.141,3617.784,407.192,60876.733
"CA","2025-03-12",21,8032,,33.996,3411.788,385.624,57396.767
"CA","2025-03-12",22,7801,,33.144,3333.35,381.02,55963.5
"CA","2025-03-12",23,7533,,31.732,3206.53,374.208,53534.778
"CA","2025-03-13",0,7274,,30.716,3089.972,347.85,51865
"CA","2025-03-13",1,6946,,28.885,2907.774,329.99,48799.324
"CA","2025-03-13",2,6186,,26.33,2693.391,343.741,44531.16
"CA","2025-03-13",3,6614,,28.254,2876.319,342.254,47754.5
"CA","2025-03-13",4,7246,,30.503,3057.092,392.207,51518.967
"CA","2025-03-13",5,7628,,32.579,3255.854,394.532,54943.141
"CA","2025-03-13",6,8086,,35.302,3520.075,421.816,59386.948
"CA","2025-03-13",7,8414,,37.159,3721.65,518.386,62562.417
"CA","2025-03-13",8,6945,,28.654,2918.317,361.384,48387.177
"CA","2025-03-13",9,4634,,19.907,2051.91,284.076,33844.323
"CA","2025-03-13",10,3733,,15.775,1634.283,201.849,26998.261
"CA","2025-03-13",11,2953,,12.651,1325.073,159.653,21792.39
"CA","2025-03-13",12,2428,,10.443,1106.31,143.267,18119.092
"CA","2025-03-13",13,2467,,11.041,1167.185,160.687,19105.557
"CA","2025-03-13",14,2569,,11.617,1223.807,182.732,20064.422
"CA","2025-03-13",15,2576,,11.976,1257.554,209.938,20602.936
"CA","2025-03-13",16,3225,,15.976,1688.037,569.314,27261.152
"CA","2025-03-13",17,5256,,23.624,2448.444,449.747,40021.172
"CA","2025-03-13",18,6936,,29.762,3001.357,360.411,50230.043
"CA","2025-03-13",19,7148,,30.492,3051.341,353.729,51445.978
"CA","2025-03-13",20,7165,,30.561,3056.819,352.508,51541.6
"CA","2025-03-13",21,7162,,30.776,3079.19,508.825,51916.977
"CA","2025-03-13",22,7340,,31.542,3153.819,466.6,53172.9
"CA","2025-03-13",23,7630,,32.752,3301.403,459.416,55229.522
"CA","2025-03-14",0,7713,,33.343,3348.388,582.651,56215.444
"CA","2025-03-14",1,7988,,33.26,3350.521,362.774,56071.219
"CA","2025-03-14",2,7927,,33.23,3349.465,365.29,56036.8
"CA","2025-03-14",3,8038,,33.699,3396.1,368.056,56824.54
"CA","2025-03-14",4,8545,,36.277,3650.167,444.886,61124.504
"CA","2025-03-14",5,8815,,37.595,3784.562,420.209,63367.752
"CA","2025-03-14",6,9239,,40.164,4033.765,504.914,67564.5
"CA","2025-03-14",7,9332,,39.734,4009.478,467.501,67040.963
"CA","2025-03-14",8,10950,,47.459,4762.304,1045.733,79817.878
"CA","2025-03-14",9,10139,,46.101,4624.205,585.129,77500.134
"CA","2025-03-14",10,7640,,32.312,3261.9,357.828,54523.666
"CA","2025-03-14",11,6691,,28.962,2950.63,316.874,48963.804
"CA","2025-03-14",12,5949,,26.025,2648.216,307.286,44063.878
"CA","2025-03-14",13,5949,,25.654,2610.467,297.315,43437.824
"CA","2025-03-14",14,6174,,26.502,2729.276,360.813,44830.05
"CA","2025-03-14",15,6381,,27.336,2771.465,305.737,46228.5
"CA","2025-03-14",16,7399,,30.979,3127.915,385.633,52309.982
"CA","2025-03-14",17,8376,,35.838,3611.629,437.329,60344.27
"CA","2025-03-14",18,8595,,36.809,3703.899,406.927,61979.482
"CA","2025-03-14",19,8510,,36.452,3663.425,394.054,61380.22
"CA","2025-03-14",20,8432,,36.006,3620.393,389.252,60650.004
"CA","2025-03-14",21,8309,,35.327,3551.085,378.656,59497.47
"CA","2025-03-14",22,8005,,34.133,3453.965,482.21,57468.051
"CA","2025-03-14",23,6233,,25.824,2616.332,307.565,43722.199
"CA","2025-03-15",0,5799,,24.154,2448.658,271.396,40948.137
"CA","2025-03-15",1,5695,,23.609,2393.278,286.135,40012.405
"CA","2025-03-15",2,5463,,22.946,2326.8,262.327,38931.4
"CA","2025-03-15",3,5459,,22.923,2325.1,261.971,38898.7
"CA","2025-03-15",4,5835,,24.386,2472.37,345.843,41335.755
"CA","2025-03-15",5,6475,,28.028,2839.672,479.985,47460.263
"CA","2025-03-15",6,5932,,26.207,2643.869,385.129,44258.665
"CA","2025-03-15",7,3701,,16.349,1683.439,248.794,27994.661
"CA","2025-03-15",8,2907,,12.912,1357.036,162.946,22100.283
"CA","2025-03-15",9,2498,,10.804,1160.516,141.229,18708.337
"CA","2025-03-15",10,2144,,8.887,962.979,132.373,15624.253
"CA","2025-03-15",11,1979,,8.575,934.4,127.123,15048.1
"CA","2025-03-15",12,1777,,7.806,858.05,128.45,13727.5
"CA","2025-03-15",13,1740,,7.828,851.576,112.598,13745.18
"CA","2025-03-15",14,1712,,7.652,848.162,139.624,13508.286
"CA","2025-03-15",15,2089,,9.467,1000.206,289.423,16469.559
"CA","2025-03-15",16,2629,,12.506,1328.94,409.893,21538.318
"CA","2025-03-15",17,3758,,16.619,1750.658,362.184,28408.683
"CA","2025-03-15",18,4513,,19.814,2042.268,352.986,33670.18
"CA","2025-03-15",19,4903,,21.806,2212.193,284.847,37001.76
"CA","2025-03-15",20,5340,,22.695,2282.804,275.757,38472.623
"CA","2025-03-15",21,5530,,23.6,2368.025,311.266,39982.636
"CA","2025-03-15",22,5792,,25.178,2527.155,361.495,42642.552
"CA","2025-03-15",23,5869,,24.971,2508.805,277.473,42332.268
"CA","2025-03-16",0,5636,,24.075,2426.949,272.231,40826
"CA","2025-03-16",1,5826,,24.809,2501.049,273.79,42050
"CA","2025-03-16",2,6163,,25.954,2617.249,288.098,43958.8
"CA","2025-03-16",3,6059,,25.61,2585.049,283.225,43390.7
"CA","2025-03-16",4,5616,,24.182,2438.4,379.13,41008.095
"CA","2025-03-16",5,6006,,26.145,2639.632,374.502,44368.025
"CA","2025-03-16",6,5398,,24.07,2450.635,335.654,40884.967
"CA","2025-03-16",7,2830,,12.625,1323.208,185.656,21709.279
"CA","2025-03-16",8,2113,,9.41,1020.138,137.827,16491.557
"CA","2025-03-16",9,1679,,7.735,837.154,108.078,13607.73
"CA","2025-03-16",10,1560,,6.915,762.018,106.675,12328.562
"CA","2025-03-16",11,1472,,6.637,734.2,100.129,11869.4
"CA","2025-03-16",12,1488,,6.702,743.74,105.4,12001.146
"CA","2025-03-16",13,1510,,6.897,787.328,159.188,12323.989
"CA","2025-03-16",14,1718,,8.013,882.105,206.527,14174.766
"CA","2025-03-16",15,2212,,10.464,1108.786,464.074,18285.849
"CA","2025-03-16",16,2860,,13.752,1439.543,529.305,23767.368
"CA","2025-03-16",17,4507,,20.82,2168.585,645.456,35403.823
"CA","2025-03-16",18,5213,,23.641,2418.775,588.745,39986.432
"CA","2025-03-16",19,5209,,23.501,2397.805,315.151,39877.102
"CA","2025-03-16",20,5183,,23.075,2334.611,324.134,39168.122
"CA","2025-03-16",21,5004,,22.903,2318.439,536.914,38879.81
"CA","2025-03-16",22,5120,,22.78,2304.615,476.404,38671.639
"CA","2025-03-16",23,5245,,23.123,2338.666,299.781,39253.422
"CA","2025-03-17",0,5783,,24.909,2512.648,292.493,42202.605
"CA","2025-03-17",1,5841,,25.472,2567.996,279.33,43152.5
"CA","2025-03-17",2,5908,,25.732,2597.396,283.383,43602.1
"CA","2025-03-17",3,6033,,26.365,2661.996,289.431,44656.8
"CA","2025-03-17",4,6125,,26.945,2719.496,288.926,45623.2
"CA","2025-03-17",5,6311,,27.44,2777.79,316.189,46492.249
"CA","2025-03-17",6,6598,,29.623,2976.841,335.504,49971.642
"CA","2025-03-17",7,6481,,28.891,2941.548,335.162,49066.161
"CA","2025-03-17",8,5404,,24.029,2483.819,319.661,40838.448
"CA","2025-03-17",9,4374,,19.119,1987.087,263.753,32766.509
"CA","2025-03-17",10,3480,,14.318,1500.987,189.684,24626.745
"CA","2025-03-17",11,2793,,11.55,1226.85,172.819,20069.074
"CA","2025-03-17",12,2400,,11.214,1170.254,155.465,19280.025
"CA","2025-03-17",13,2313,,10.743,1136.813,140.097,18596.99
"CA","2025-03-17",14,2170,,10.474,1122.928,216.067,18121.205
"CA","2025-03-17",15,2646,,12.558,1343.482,372.999,21712.147
"CA","2025-03-17",16,3154,,14.628,1507.112,402.044,25117.687
"CA","2025-03-17",17,3906,,17.772,1816.8,324.323,30342.235
"CA","2025-03-17",18,4630,,20.811,2109.387,328.152,35339.289
"CA","2025-03-17",19,4679,,21.091,2144.196,312.694,35831
"CA","2025-03-17",20,4894,,21.963,2221.238,272.935,37262.716
"CA","2025-03-17",21,5022,,22.208,2247.996,268.839,37666.47
"CA","2025-03-17",22,4975,,22.111,2236.302,312.709,37502.666
"CA","2025-03-17",23,4451,,20.229,2075.19,321.69,34376.8
"CA","2025-03-18",0,4408,,19.65,2048.171,299.023,33427.5
"CA","2025-03-18",1,4237,,18.85,1950.819,274.548,32100.883
"CA","2025-03-18",2,4060,,18.356,1922.791,253.978,31260.2
"CA","2025-03-18",3,4358,,19.53,2075.572,327.495,33233.713
"CA","2025-03-18",4,5025,,21.926,2249.285,318.336,37216.738
"CA","2025-03-18",5,5737,,25.217,2534.619,331.364,42810.655
"CA","2025-03-18",6,5866,,26.045,2568.675,391.483,44074.61
"CA","2025-03-18",7,4245,,19.451,2001.604,328.397,33131.753
"CA","2025-03-18",8,3492,,15.871,1702.004,240.713,27090.653
"CA","2025-03-18",9,3307,,14.908,1611.538,209.616,25639.08
"CA","2025-03-18",10,2753,,11.313,1233.585,202.251,19630.979
"CA","2025-03-18",11,2066,,9.205,974.641,157.176,16039.666
"CA","2025-03-18",12,1950,,8.852,930.679,146.661,15419.5
"CA","2025-03-18",13,2031,,9.29,998.708,259.175,16146.364
"CA","2025-03-18",14,2397,,11.286,1188.538,380.801,19480.727
"CA","2025-03-18",15,2824,,13.43,1413.16,460.402,23058.678
"CA","2025-03-18",16,3226,,15.496,1580.548,468.228,26500.672
"CA","2025-03-18",17,4600,,21.273,2179.371,505.893,36144.84
"CA","2025-03-18",18,5327,,23.403,2330.521,401.115,39729.242
"CA","2025-03-18",19,5675,,24.854,2446.849,323.473,42115.2
"CA","2025-03-18",20,5809,,25.348,2495.743,313.798,42955.676
"CA","2025-03-18",21,5953,,26.4,2603.849,320.399,44725.8
"CA","2025-03-18",22,6357,,27.391,2699.739,307.326,46381.54
"CA","2025-03-18",23,6851,,29.257,2881.124,376.032,49425.825
"CA","2025-03-19",0,6906,,29.012,2894.367,358.406,49020.61
"CA","2025-03-19",1,6869,,29.057,2901.306,368.733,49131.346
"CA","2025-03-19",2,7128,,30.75,3068.244,422.086,51958.668
"CA","2025-03-19",3,7462,,31.792,3172.268,382.572,53690.53
"CA","2025-03-19",4,7651,,32.774,3266.559,444.451,55302.622
"CA","2025-03-19",5,8983,,39.066,3894.342,607.483,65901.516
"CA","2025-03-19",6,8627,,38.737,3883.245,597.937,65009.031
"CA","2025-03-19",7,5784,,25.52,2593.451,383.803,42832.578
"CA","2025-03-19",8,4250,,18.807,1993.067,278.82,32188.771
"CA","2025-03-19",9,3905,,16.935,1759.209,215.726,29033.041
"CA","2025-03-19",10,3515,,15.601,1653.415,195.596,26753.3
"CA","2025-03-19",11,3616,,15.8,1653.696,196.773,27051.368
"CA","2025-03-19",12,3601,,15.351,1603.524,197.724,26269.224
"CA","2025-03-19",13,3243,,14.385,1527.149,254.128,24660.35
"CA","2025-03-19",14,3411,,15.322,1602.795,284.628,26233.966
"CA","2025-03-19",15,3850,,16.731,1721.627,341.952,28581.415
"CA","2025-03-19",16,4584,,20.122,2127.401,483.723,34212.521
"CA","2025-03-19",17,6436,,27.581,2783.909,434.937,46586.03
"CA","2025-03-19",18,6996,,31.056,3091.052,405.09,52390.46
"CA","2025-03-19",19,7134,,31.782,3162.412,375.837,53602.5
"CA","2025-03-19",20,6733,,29.359,2922.796,349.464,49562.105
"CA","2025-03-19",21,6552,,28.819,2869.973,330.59,48700.455
"CA","2025-03-19",22,6620,,28.959,2893.053,345.452,48974.287
"CA","2025-03-19",23,6433,,27.863,2809.093,322.467,47102.585
"CA","2025-03-20",0,6163,,26.248,2618.708,300.157,44425.18
"CA","2025-03-20",1,5471,,23.921,2396.128,282.496,40554.5
"CA","2025-03-20",2,5082,,22.05,2241.768,261.547,37460.668
"CA","2025-03-20",3,5165,,22.474,2279.857,279.447,38159.9
"CA","2025-03-20",4,5771,,25.078,2519.369,423.606,42506.496
"CA","2025-03-20",5,6458,,28.389,2834.618,468.131,48081.7
"CA","2025-03-20",6,6361,,28.61,2855.401,379.303,48241.106
"CA","2025-03-20",7,3901,,16.211,1694.166,319.621,27689.135
"CA","2025-03-20",8,3321,,15.531,1619.99,518.116,26461.461
"CA","2025-03-20",9,3502,,15.81,1643.427,212.309,27014.454
"CA","2025-03-20",10,3376,,15.549,1605.808,208.658,26540.998
"CA","2025-03-20",11,3619,,16.553,1714.608,207.947,28366.304
"CA","2025-03-20",12,3461,,15.779,1627.592,196.336,26892.889
"CA","2025-03-20",13,3482,,16.08,1659.76,215.241,27440.72
"CA","2025-03-20",14,3404,,15.91,1696.276,303.448,27200.908
"CA","2025-03-20",15,3174,,14.8,1554.762,357.939,25484.888
"CA","2025-03-20",16,2580,,10.943,1161.131,264.108,19083.911
"CA","2025-03-20",17,2740,,12.241,1291.588,171.106,21251.921
"CA","2025-03-20",18,3114,,14.044,1447.426,268.679,24114.263
"CA","2025-03-20",19,3351,,15.154,1568.257,265.01,25955.875
"CA","2025-03-20",20,3680,,16.771,1734.243,421.618,28676.828
"CA","2025-03-20",21,3756,,17.114,1775.001,349.314,29247.249
"CA","2025-03-20",22,3940,,17.705,1808.243,219.681,30207.55
"CA","2025-03-20",23,3958,,17.328,1791.065,223.86,29560.175
"CA","2025-03-21",0,3569,,15.334,1571.733,200.585,26238.213
"CA","2025-03-21",1,3198,,14.329,1483.712,172.743,24555.8
"CA","2025-03-21",2,3206,,14.405,1520.089,244.859,24675.547
"CA","2025-03-21",3,3440,,15.4,1603.04,190.57,26342
"CA","2025-03-21",4,4021,,17.469,1759.676,208.611,29806.82
"CA","2025-03-21",5,4274,,18.242,1835.017,243.235,31193.915
"CA","2025-03-21",6,4267,,18.881,1889.038,273.53,32082.406
"CA","2025-03-21",7,3352,,14.665,1494.217,280.685,25012.32
"CA","2025-03-21",8,2463,,11.294,1192.681,335.02,19377.888
"CA","2025-03-21",9,2399,,10.763,1152.518,347.196,18791.524
"CA","2025-03-21",10,2496,,11.714,1235.575,208.306,20295.775
"CA","2025-03-21",11,2579,,12.012,1264.534,155.59,20776.194
"CA","2025-03-21",12,2755,,12.61,1325.77,186.114,21815.463
"CA","2025-03-21",13,2978,,13.724,1436.572,231.785,23682.374
"CA","2025-03-21",14,2986,,13.819,1442.676,250.455,23789.09
"CA","2025-03-21",15,2516,,11.332,1192.692,244.763,19588
"CA","2025-03-21",16,2095,,10.12,1074.334,224.587,17612.963
"CA","2025-03-21",17,2520,,11.771,1263.593,239.827,20400.233
"CA","2025-03-21",18,2505,,11.74,1240.01,270.478,20167.242
"CA","2025-03-21",19,2462,,11.408,1206.012,198.397,19680.4
"CA","2025-03-21",20,2401,,11.289,1194.612,200.357,19484.36
"CA","2025-03-21",21,2058,,9.891,1056.109,197.57,17157.502
"CA","2025-03-21",22,2168,,10.313,1090.538,230.945,17853.398
"CA","2025-03-21",23,2406,,11.195,1167.312,141.675,19347.6
"CA","2025-03-22",0,2451,,11.344,1180.389,142.097,19539.853
"CA","2025-03-22",1,2183,,10.212,1084.887,153.311,17745.873
"CA","2025-03-22",2,2477,,10.669,1108.807,141.016,18508.9
"CA","2025-03-22",3,2287,,9.966,1054.507,129.368,17345.1
"CA","2025-03-22",4,1867,,8.124,884.033,117.281,14275.179
"CA","2025-03-22",5,1863,,8.437,915.592,237.359,14908.929
"CA","2025-03-22",6,2063,,9.673,1020.879,274.236,16687.471
"CA","2025-03-22",7,1831,,8.497,907.257,270.411,14743.475
"CA","2025-03-22",8,2031,,9.572,1012.68,175.103,16532.38
"CA","2025-03-22",9,2219,,10.365,1084.6,133.042,17738.4
"CA","2025-03-22",10,1739,,7.177,792.944,110.165,12828.047
"CA","2025-03-22",11,1472,,6.498,721.945,103.725,11641.985
"CA","2025-03-22",12,1340,,6.164,681.6,92.901,10981.2
"CA","2025-03-22",13,1442,,6.762,746.378,134.72,12077.707
"CA","2025-03-22",14,1576,,7.551,822.488,212.163,13362.352
"CA","2025-03-22",15,1643,,8.045,870.885,298.419,14172.686
"CA","2025-03-22",16,2006,,9.225,982.773,248.796,16070.564
"CA","2025-03-22",17,2173,,9.617,1020.171,146.878,16698.652
"CA","2025-03-22",18,2010,,8.783,941.747,119.036,15369.601
"CA","2025-03-22",19,1979,,8.931,955.1,129.312,15602.246
"CA","2025-03-22",20,2060,,9.42,1010.107,172.395,16358.598
"CA","2025-03-22",21,2089,,9.811,1070.351,251.928,17080.526
"CA","2025-03-22",22,2262,,11.15,1197.96,279.886,19312.148
"CA","2025-03-22",23,3020,,14.071,1406.476,286.292,24159.4
"CA","2025-03-23",0,3036,,13.996,1458.144,180.464,24039.9
"CA","2025-03-23",1,3011,,13.901,1458.844,175.877,23891
"CA","2025-03-23",2,3003,,13.921,1469.444,172.813,23925
"CA","2025-03-23",3,2815,,13.076,1389.524,160.461,22559.18
"CA","2025-03-23",4,2587,,11.956,1250.533,155.113,20698.67
"CA","2025-03-23",5,2662,,12.266,1291.91,158.045,21324.952
"CA","2025-03-23",6,2766,,12.809,1308.743,218.245,21971.096
"CA","2025-03-23",7,1449,,5.929,685.634,113.053,10783.023
"CA","2025-03-23",8,1316,,6.215,679.668,94.846,10930.32
"CA","2025-03-23",9,1345,,6.029,677.9,94.197,10897.2
"CA","2025-03-23",10,1353,,6.075,675.58,96.112,10867.025
"CA","2025-03-23",11,1354,,6.07,676.1,91.028,10865.5
"CA","2025-03-23",12,1352,,6.216,687.956,163.45,11060.316
"CA","2025-03-23",13,1358,,6.507,715.574,181.881,11535.495
"CA","2025-03-23",14,1423,,7.292,793.34,238.643,12848.768
"CA","2025-03-23",15,1684,,8.252,889.493,327.958,14468.48
"CA","2025-03-23",16,2134,,10.292,1092.407,272.93,17889.133
"CA","2025-03-23",17,3869,,17.132,1768.065,320.14,29323.303
"CA","2025-03-23",18,4289,,18.979,1951.395,300.332,32414.37
"CA","2025-03-23",19,4481,,20.234,2133.188,392.274,34496.838
"CA","2025-03-23",20,4884,,21.701,2174.109,285.865,36937.093
"CA","2025-03-23",21,4893,,21.611,2163.888,361.731,36724.519
"CA","2025-03-23",22,4794,,21.428,2129.879,266.218,36382.647
"CA","2025-03-23",23,4754,,21.074,2113.999,303.459,35814.394
"CA","2025-03-24",0,4492,,19.776,2040.936,228.149,33653.949
"CA","2025-03-24",1,4201,,18.556,1942.583,215.05,31665.092
"CA","2025-03-24",2,4163,,18.787,1949.518,267.395,32049.527
"CA","2025-03-24",3,4410,,19.734,2056.008,250.762,33612.362
"CA","2025-03-24",4,4813,,21.22,2178.709,239.249,36107.2
"CA","2025-03-24",5,5300,,23.281,2358.024,341.825,39649.374
"CA","2025-03-24",6,4836,,20.971,2121.476,256.792,35474.979
"CA","2025-03-24",7,2699,,11.068,1177.502,174.405,19044.568
"CA","2025-03-24",8,1815,,8.324,902.088,119.354,14682.799
"CA","2025-03-24",9,1623,,7.427,811.289,181.957,13123.189
"CA","2025-03-24",10,1607,,7.406,798.424,110.344,12962.64
"CA","2025-03-24",11,1604,,7.355,759.4,90.448,12610.05
"CA","2025-03-24",12,1757,,8.143,866.135,494.488,14106.655
"CA","2025-03-24",13,1902,,9.291,991.56,898.511,16181.66
"CA","2025-03-24",14,2221,,11.298,1238.032,548.802,19505.358
"CA","2025-03-24",15,3050,,15.143,1597.21,718.152,25930.021
"CA","2025-03-24",16,4335,,23.252,2224.571,745.083,35982.211
"CA","2025-03-24",17,6725,,38.073,3107.363,498.05,51032.945
"CA","2025-03-24",18,7668,,42.291,3370.77,370.457,57294.963
"CA","2025-03-24",19,7645,,35.484,3231.237,366.201,55329.908
"CA","2025-03-24",20,7379,,31.876,3129.429,349.008,53694.064
"CA","2025-03-24",21,7103,,30.463,3001.33,338.617,51455.096
"CA","2025-03-24",22,6896,,29.727,2938.461,331.357,50239.7
"CA","2025-03-24",23,7061,,30.561,3016.061,346.974,51620.1
"CA","2025-03-25",0,6937,,29.936,2978.383,343.665,50583.276
"CA","2025-03-25",1,6513,,28.531,2870.918,309.445,48213.7
"CA","2025-03-25",2,6283,,27.673,2805.818,304.133,46829.8
"CA","2025-03-25",3,6194,,27.074,2762.914,311.317,45829.122
"CA","2025-03-25",4,5790,,25.521,2605.192,279.608,43217.05
"CA","2025-03-25",5,5748,,25.411,2583.286,274.738,43132.205
"CA","2025-03-25",6,5598,,25.048,2534.72,267.029,42282.1
"CA","2025-03-25",7,3796,,14.498,1516.084,263.92,24732.401
"CA","2025-03-25",8,2635,,12.57,1319.66,168.962,21722.682
"CA","2025-03-25",9,2269,,9.796,1041.628,133.671,17043.233
"CA","2025-03-25",10,1952,,8.433,906.084,115.312,14751.451
"CA","2025-03-25",11,1861,,8.451,906.62,114.166,14763.68
"CA","2025-03-25",12,1973,,9.12,973.391,230.259,15883.369
"CA","2025-03-25",13,2163,,10.228,1112.876,251.623,17730.411
"CA","2025-03-25",14,2720,,13.154,1431.104,455.878,22607.676
"CA","2025-03-25",15,3949,,19.339,1990.408,806.24,32906.261
"CA","2025-03-25",16,5510,,25.865,2595.568,494.287,43705.793
"CA","2025-03-25",17,7275,,32.277,3254.904,465.629,54422.087
"CA","2025-03-25",18,7914,,35.28,3558.301,392.913,59470.476
"CA","2025-03-25",19,7823,,34.038,3432.302,369.086,57319.656
"CA","2025-03-25",20,7826,,33.815,3347.518,367.584,56993.9
"CA","2025-03-25",21,7580,,32.622,3229.783,351.422,55076.406
"CA","2025-03-25",22,6741,,29.342,2932.997,319.798,49618.926
"CA","2025-03-25",23,5964,,25.806,2595.183,293.966,43695.353
"CA","2025-03-26",0,4800,,20.904,2108.04,254.074,35504.3
"CA","2025-03-26",1,4253,,18.709,1940.073,214.429,31862.958
"CA","2025-03-26",2,3841,,17.355,1795.539,201.715,29604.042
"CA","2025-03-26",3,3848,,17.559,1804.962,206.688,29918.396
"CA","2025-03-26",4,4022,,18.201,1869.5,210.671,31006.61
"CA","2025-03-26",5,4491,,19.99,2056.051,315.358,34149.249
"CA","2025-03-26",6,4632,,21.338,2172,300.855,36113.2
"CA","2025-03-26",7,3201,,13.843,1427.285,186.448,23581.202
"CA","2025-03-26",8,2246,,9.987,1054.973,126.984,17326.328
"CA","2025-03-26",9,2249,,9.988,1058.746,130.34,17377.834
"CA","2025-03-26",10,2304,,10.279,1078.3,132.925,17714.8
"CA","2025-03-26",11,2225,,9.862,1039.736,133.596,17068.512
"CA","2025-03-26",12,2038,,8.989,958.248,118.24,15667.925
"CA","2025-03-26",13,2101,,9.44,970.86,125.582,16098.052
"CA","2025-03-26",14,2024,,9.071,951.34,120.792,15609.46
"CA","2025-03-26",15,2165,,9.974,1078.901,207.164,17177.968
"CA","2025-03-26",16,2867,,13.573,1465.665,362.511,23293.315
"CA","2025-03-26",17,4618,,20.248,2065.304,282.603,34375.06
"CA","2025-03-26",18,4721,,20.378,2018.028,266.237,34205.104
"CA","2025-03-26",19,4523,,19.641,1978.083,232.323,33296.506
"CA","2025-03-26",20,4428,,19.661,1987.284,231.347,33402.2
"CA","2025-03-26",21,4099,,18.048,1829.829,199.64,30760.476
"CA","2025-03-26",22,3887,,17.32,1757.684,209.065,29544.1
"CA","2025-03-26",23,2245,,10.312,1067.088,139.033,17884.972
"CA","2025-03-27",0,2201,,10.059,1017.723,139.671,17442.021
